"Player_Name","Nation","Position_1","Position_2","Team_Name","Age","Birth_Year","Matches_Played_By_Player","Player_Starts","Player_Minutes_Played","Gls_By_Player","Ast_By_Player","PK_By_Player","Pkatt_By_Player","CrdY_By_Player","CrdR_By_Player","Season_Year","Player_SH","Player_SoT","Player_FK","Player_KP_Ast","Player_Total_Cmp_Passes","Player_Total_Att_Passes","Player_Short_Cmp_Passes","Player_Short_Att_Passes","Player_Medium_Cmp_Passes","Player_Medium_Att_Passes","Player_Long_Cmp_Passes","Player_Long_Att_Passes","Player_Passes_Left_Foot","Player_Passes_Right_Foot","Player_Passes_Through_Ball","Player_Passes_FK","Corner_Kicks","Thrown_Ins","Passes_Into_Final_Third","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","X2CrdY","Fls_Committed","Fld_Drawn","Offside","Crosses","TklW","Interception","PKwon","PKcon","OG","Succ_Dribbles","Att_Dribbles","Succ_Players_Dribbled_Past","Nutmegs","Dribblers_Tkl","Dribblers_Att_tkl","Dribbled_Past_By_Opp","Season_End_Team_Ranking","Team_MP","Team_Wins","Team_Ties","Team_Losses","Team_GF","Team_GA","Team_Season_End_Pts","Audience_Attendance"
"Tyrese Campbell\Tyrese-Campbell"," ENG","FW","MF","Stoke City",17,1999,4,0,79,0,0,0,0,0,0,"2017-18",2,1,0,0,10,19,0,2,10,16,0,1,12,2,0,0,0,0,1,3,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,2,2,0,19,38,7,12,19,35,68,33,"29,280"
"Emre Can\Emre-Can","GER","MF",NA,"Liverpool",23,1994,26,24,2091,3,4,0,0,8,0,"2017-18",29,10,1,26,1322,1548,23,45,1006,1110,293,393,317,1097,3,1,0,10,129,22,1,0,27,27,0,13,49,35,1,0,0,16,24,17,0,64,87,23,4,38,21,12,5,84,38,75,"53,049"
"êtienne Capoue\Etienne-Capoue","FRA","MF",NA,"Watford",29,1988,23,18,1542,1,0,0,0,3,0,"2017-18",25,4,0,9,695,857,6,18,505,583,184,256,107,632,10,0,1,2,75,11,1,0,21,16,1,4,30,40,0,0,0,12,19,13,0,44,67,23,14,38,11,8,19,44,64,41,"20,231"
"Michael Carrick\Michael-Carrick"," ENG","MF",NA,"Manchester Utd",36,1981,2,1,109,0,0,0,0,0,0,"2017-18",2,1,0,1,79,92,0,3,58,60,21,29,15,76,0,1,0,0,18,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,3,2,2,38,25,6,7,68,28,81,"74,976"
"Andr? Carrillo\Andre-Carrillo","PER","FW","MF","Watford",26,1991,28,16,1540,1,2,0,0,2,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,38,11,8,19,44,64,41,"20,231"
"Guido Carrillo\Guido-Carrillo","ARG","FW",NA,"Southampton",26,1991,7,5,450,0,1,0,0,0,0,"2017-18",8,4,0,5,78,118,3,8,64,92,11,18,4,65,0,2,0,0,7,3,0,0,7,2,2,0,3,0,0,0,0,2,2,2,0,7,11,4,17,38,7,15,16,37,56,36,"30,794"
"Andy Carroll\Andy-Carroll"," ENG","FW","MF","West Ham",28,1989,16,7,751,3,0,0,0,6,2,"2017-18",28,7,0,5,144,242,9,19,107,168,28,55,83,53,0,0,0,2,9,7,3,1,28,14,6,10,1,2,0,0,0,8,10,8,0,3,4,1,13,38,10,12,16,48,68,42,"56,885"
"Tom Carroll\Tom-Carroll"," ENG","MF",NA,"Swansea City",25,1992,37,28,2570,0,4,0,0,3,0,"2017-18",21,5,5,45,1202,1534,34,68,902,1014,266,452,1350,152,55,2,63,0,161,33,8,0,23,17,1,128,25,34,0,0,0,17,25,18,2,44,82,38,18,38,8,9,21,28,56,33,"20,623"
"Craig Cathcart\Craig-Cathcart"," NIR","DF",NA,"Watford",28,1989,7,5,523,0,0,0,0,1,0,"2017-18",3,2,0,1,147,191,4,4,84,98,59,89,47,121,3,0,0,0,9,1,0,0,2,1,0,0,6,4,0,0,0,1,1,1,0,7,11,4,14,38,11,8,19,44,64,41,"20,231"
"Petr ?ech\Petr-Cech","CZE","GK",NA,"Arsenal",35,1982,34,34,3039,0,0,0,0,1,0,"2017-18",0,0,0,0,527,761,0,2,233,238,294,521,514,60,37,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,2,3,2,0,0,0,0,6,38,19,6,13,74,51,63,"59,323"
"Nacer Chadli\Nacer-Chadli","BEL","FW","MF","West Brom",27,1989,5,2,260,1,0,0,0,1,0,"2017-18",5,2,2,2,50,74,2,8,42,52,6,14,12,58,3,0,2,0,3,2,0,0,1,0,0,7,0,0,0,0,0,2,4,2,0,0,1,1,20,38,6,13,19,31,56,31,"24,520"
"Nathaniel Chalobah\Nathaniel-Chalobah"," ENG","MF",NA,"Watford",22,1994,6,5,447,0,0,0,0,1,0,"2017-18",12,4,0,1,128,182,6,10,91,117,31,55,27,136,4,0,1,0,19,1,0,0,3,7,1,2,9,7,0,0,0,4,11,4,1,9,13,4,14,38,11,8,19,44,64,41,"20,231"
"Calum Chambers\Calum-Chambers"," ENG","DF",NA,"Arsenal",22,1995,12,10,866,0,0,0,0,1,0,"2017-18",9,3,0,2,510,621,5,13,354,413,151,195,59,480,7,1,0,16,35,5,1,0,10,5,0,7,11,19,0,1,0,6,13,7,0,16,26,10,6,38,19,6,13,74,51,63,"59,323"
"Ben Chilwell\Ben-Chilwell"," ENG","DF",NA,"Leicester City",20,1996,24,20,1853,0,2,0,0,2,2,"2017-18",5,1,0,17,819,1163,14,59,673,839,132,265,667,194,6,1,0,164,60,27,14,1,13,24,4,84,24,28,0,0,0,22,43,26,0,32,52,20,9,38,12,11,15,56,60,47,"31,583"
"Hamza Choudhury\Hamza-Choudhury"," ENG","MF",NA,"Leicester City",19,1997,8,4,378,0,1,0,0,1,0,"2017-18",2,0,0,1,141,168,0,1,109,120,32,47,17,135,0,0,0,2,19,1,0,0,5,5,0,1,4,13,0,0,0,0,1,0,0,11,17,6,9,38,12,11,15,56,60,47,"31,583"
"Andreas Christensen\Andreas-Christensen","DEN","DF",NA,"Chelsea",21,1996,27,23,2086,0,0,0,0,0,0,"2017-18",13,1,0,5,1213,1312,15,20,749,800,449,492,91,1123,14,0,0,2,78,2,0,0,8,15,2,1,8,39,0,0,0,1,1,1,0,21,29,8,5,38,21,7,10,62,38,70,"41,282"
"Lee Chung-yong\Lee-Chung-yong","KOR","FW","MF","Crystal Palace",29,1988,7,1,135,0,0,0,0,0,0,"2017-18",0,0,0,2,57,75,2,6,51,57,4,12,8,55,0,0,1,2,1,1,0,0,1,2,0,7,1,2,0,0,0,2,2,2,0,3,3,0,11,38,11,11,16,45,55,44,"25,063"
"Ciaran Clark\Ciaran-Clark","IRL","DF",NA,"Newcastle Utd",27,1989,20,19,1746,2,1,0,0,3,0,"2017-18",11,4,0,3,492,698,7,18,311,377,174,303,497,83,15,1,0,8,42,2,0,0,17,13,0,3,8,20,0,2,0,3,7,4,1,24,37,13,10,38,12,8,18,39,47,44,"51,992"
"Tom Cleverley\Tom-Cleverley"," ENG","MF",NA,"Watford",27,1989,23,22,1902,1,2,0,1,2,2,"2017-18",14,3,1,24,936,1192,24,48,712,812,200,332,133,980,37,1,39,8,122,17,2,1,32,29,1,83,29,28,0,0,0,3,8,3,0,42,74,32,14,38,11,8,19,44,64,41,"20,231"
"Sam Clucas\Sam-Clucas"," ENG","MF",NA,"Swansea City",26,1990,29,23,2044,3,1,0,0,2,0,"2017-18",20,7,0,17,665,845,12,32,517,592,136,221,663,85,19,0,24,20,48,4,1,0,10,14,3,55,16,28,0,0,0,4,8,4,0,28,55,27,18,38,8,9,21,28,56,33,"20,623"
"Nathaniel Clyne\Nathaniel-Clyne"," ENG","DF","MF","Liverpool",26,1991,3,2,174,0,0,0,0,1,0,"2017-18",0,0,0,1,105,135,1,7,90,104,14,24,8,93,0,0,0,21,5,2,0,0,4,0,0,8,1,1,0,0,0,0,2,0,0,2,3,1,4,38,21,12,5,84,38,75,"53,049"
"S?amus Coleman\Seamus-Coleman","IRL","DF",NA,"Everton",28,1988,12,12,1035,0,1,0,0,0,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,38,13,10,15,44,58,49,"38,797"
"James Collins\James-Collins"," WAL","DF",NA,"West Ham",33,1983,13,12,1050,1,0,0,0,3,0,"2017-18",6,2,0,2,283,384,3,6,186,217,94,161,11,301,14,0,0,0,20,0,0,0,13,2,0,3,6,18,0,0,0,1,1,1,0,12,21,9,13,38,10,12,16,48,68,42,"56,885"
"Lewis Cook\Lewis-Cook"," ENG","MF",NA,"Bournemouth",20,1997,29,25,2237,0,2,0,0,5,0,"2017-18",18,2,0,28,971,1239,18,43,665,796,288,400,98,1059,16,2,14,3,147,23,3,0,33,21,1,31,35,38,0,0,0,50,60,54,2,55,92,37,12,38,11,11,16,45,61,44,"10,641"
"Steve Cook\Steve-Cook"," ENG","DF",NA,"Bournemouth",26,1991,34,31,2767,2,1,0,0,5,0,"2017-18",27,6,0,4,992,1380,16,44,580,727,396,609,62,1020,17,0,0,60,76,3,0,0,22,21,1,8,14,62,0,0,1,1,2,1,0,29,45,16,12,38,11,11,16,45,61,44,"10,641"
"Francis Coquelin\Francis-Coquelin","FRA","MF","DF","Arsenal",26,1991,7,1,169,0,0,0,0,0,0,"2017-18",1,0,0,1,79,93,1,3,66,72,12,18,4,81,0,0,0,0,10,2,0,0,1,1,0,0,3,4,0,0,0,0,0,0,0,4,7,3,6,38,19,6,13,74,51,63,"59,323"
"Jack Cork\Jack-Cork"," ENG","MF",NA,"Burnley",28,1989,38,38,3420,2,1,0,0,7,0,"2017-18",16,5,0,19,1271,1611,30,68,957,1137,284,406,177,1222,4,0,2,0,130,15,2,0,23,53,2,19,38,38,0,0,0,23,34,26,0,50,101,51,7,38,14,12,12,36,39,54,"20,688"
"Thibaut Courtois\Thibaut-Courtois","BEL","GK",NA,"Chelsea",25,1992,35,35,3150,0,0,0,0,2,0,"2017-18",0,0,0,0,681,924,6,10,333,336,342,578,634,138,30,0,0,0,16,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,38,21,7,10,62,38,70,"41,282"
"Philippe Coutinho\Philippe-Coutinho","BRA","MF","FW","Liverpool",25,1992,14,13,1109,7,6,0,0,0,0,"2017-18",53,18,10,41,554,751,17,36,401,487,136,228,51,680,15,3,51,1,76,42,7,0,5,21,4,57,11,9,0,0,0,34,53,36,0,17,32,15,4,38,21,12,5,84,38,75,"53,049"
"Martin Cranie\Martin-Cranie"," ENG","DF","MF","Huddersfield",30,1986,3,2,180,0,0,0,0,0,0,"2017-18",0,0,0,0,72,91,0,1,49,57,23,33,28,55,1,0,0,1,5,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,2,4,2,16,38,9,10,19,28,58,37,"24,040"
"Aaron Cresswell\Aaron-Cresswell"," ENG","DF",NA,"West Ham",27,1989,36,35,3069,1,3,0,0,7,0,"2017-18",20,6,7,39,1188,1696,16,60,892,1052,280,584,1296,90,75,0,63,176,123,21,12,0,20,16,3,193,14,49,0,0,0,6,16,10,1,38,50,12,13,38,10,12,16,48,68,42,"56,885"
"Peter Crouch\Peter-Crouch"," ENG","FW",NA,"Stoke City",36,1981,31,14,1567,5,2,0,0,4,0,"2017-18",26,9,0,21,371,619,17,56,338,532,16,31,13,255,0,3,0,1,39,7,1,0,40,12,14,3,0,3,0,0,0,6,14,9,0,0,3,3,19,38,7,12,19,35,68,33,"29,280"
"Josh Cullen\Josh-Cullen","IRL","FW","MF","West Ham",21,1996,2,0,8,0,0,0,0,0,0,"2017-18",0,0,0,0,3,4,2,3,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,1,13,38,10,12,16,48,68,42,"56,885"
"Charlie Daniels\Charlie-Daniels"," ENG","DF","MF","Bournemouth",30,1986,35,34,3002,1,3,0,0,0,0,"2017-18",21,6,0,27,1446,1958,38,105,1193,1414,215,439,1467,87,47,1,12,268,90,29,10,0,7,19,0,107,22,33,0,0,0,16,25,20,1,45,67,22,12,38,11,11,16,45,61,44,"10,641"
"Danilo\Danilo","BRA","DF",NA,"Manchester City",26,1991,23,13,1349,3,2,0,0,2,0,"2017-18",19,7,1,4,1069,1206,13,30,874,932,182,244,133,952,3,0,0,85,84,13,0,0,12,11,0,24,20,20,0,0,0,7,9,7,0,40,52,12,1,38,32,4,2,106,27,100,"54,070"
"Scott Dann\Scott-Dann"," ENG","DF",NA,"Crystal Palace",30,1987,17,16,1435,1,0,0,0,4,0,"2017-18",19,4,0,6,447,578,11,19,271,315,165,244,61,401,10,0,0,2,42,3,0,0,12,3,2,2,4,24,0,1,0,6,6,6,0,10,19,9,11,38,11,11,16,45,55,44,"25,063"
"Karl Darlow\Karl-Darlow"," ENG","GK",NA,"Newcastle Utd",26,1990,10,10,900,0,0,0,0,0,0,"2017-18",0,0,0,0,140,271,0,0,43,45,97,226,11,221,33,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,38,12,8,18,39,47,44,"51,992"
"Matteo Darmian\Matteo-Darmian","ITA","DF",NA,"Manchester Utd",27,1989,8,5,444,0,0,0,0,0,0,"2017-18",2,0,0,1,193,241,10,16,146,167,37,58,35,150,1,0,0,40,10,0,0,0,5,3,0,6,9,8,0,0,0,0,1,0,0,15,30,15,2,38,25,6,7,68,28,81,"74,976"
"Ben Davies\Ben-Davies"," WAL","DF",NA,"Tottenham",24,1993,29,26,2324,2,6,0,0,3,0,"2017-18",17,6,0,38,1266,1698,25,91,1006,1186,235,421,1210,150,12,0,41,226,115,38,14,0,24,25,0,150,29,27,0,0,0,16,24,16,2,46,76,30,3,38,23,8,7,74,36,77,"67,953"
"Tom Davies\Tom-Davies"," ENG","MF",NA,"Everton",19,1998,33,20,1900,2,1,0,0,7,0,"2017-18",21,3,0,9,530,701,21,43,418,509,91,149,93,537,8,1,9,3,47,14,2,0,38,43,3,16,13,25,0,0,0,13,29,15,0,25,53,28,8,38,13,10,15,44,58,49,"38,797"
"Steven Davis\Steven-Davis"," NIR","MF",NA,"Southampton",32,1985,23,17,1521,3,0,0,0,0,0,"2017-18",15,5,0,18,864,1057,14,41,672,750,178,266,133,834,12,1,26,0,110,17,1,0,8,9,3,42,18,16,1,0,0,9,14,11,1,32,53,21,17,38,7,15,16,37,56,36,"30,794"
"Craig Dawson\Craig-Dawson"," ENG","DF",NA,"West Brom",27,1990,28,28,2510,2,0,0,0,6,0,"2017-18",18,4,0,13,730,1078,14,47,492,635,224,396,60,696,6,0,0,127,87,15,8,0,35,23,3,42,21,52,0,0,0,4,5,4,0,39,64,25,20,38,6,13,19,31,56,31,"24,520"
"Kevin De Bruyne\Kevin-De-Bruyne","BEL","MF",NA,"Manchester City",26,1991,37,36,3073,8,16,0,0,2,0,"2017-18",91,37,15,110,2290,2927,41,111,1713,2016,536,800,336,2497,68,13,130,35,220,116,11,0,30,33,2,248,30,27,1,0,0,37,58,40,1,48,97,49,1,38,32,4,2,106,27,100,"54,070"
"Troy Deeney\Troy-Deeney"," ENG","FW",NA,"Watford",29,1988,29,20,1844,5,2,3,5,1,1,"2017-18",36,10,0,21,311,546,12,54,256,409,43,83,22,312,1,1,0,1,30,20,1,0,24,18,16,8,12,5,0,0,0,6,12,6,1,15,25,10,14,38,11,8,19,44,64,41,"20,231"
"Jermain Defoe\Jermain-Defoe"," ENG","FW",NA,"Bournemouth",34,1982,24,11,1088,4,1,0,0,1,0,"2017-18",28,15,0,10,98,135,1,8,89,113,8,14,14,114,0,0,0,0,5,3,0,0,12,8,9,5,6,5,0,0,0,5,11,6,0,7,16,9,12,38,11,11,16,45,61,44,"10,641"
"Steven Defour\Steven-Defour","BEL","MF",NA,"Burnley",29,1988,24,24,1997,1,1,0,0,6,0,"2017-18",19,7,4,19,836,1030,18,30,610,695,208,305,121,850,11,0,2,5,96,18,5,0,13,7,0,35,22,44,0,0,0,15,20,16,3,31,77,46,7,38,14,12,12,36,39,54,"20,688"
"Damien Delaney\Damien-Delaney","IRL","DF",NA,"Crystal Palace",36,1981,2,1,96,0,0,0,0,0,0,"2017-18",0,0,0,0,29,40,0,2,21,25,8,13,30,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,3,1,11,38,11,11,16,45,55,44,"25,063"
"Fabian Delph\Fabian-Delph"," ENG","DF",NA,"Manchester City",27,1989,22,21,1741,1,2,0,0,2,0,"2017-18",10,3,0,11,1589,1720,23,36,1360,1432,206,252,1000,562,8,0,0,114,124,18,4,0,15,18,0,13,21,35,0,0,0,21,23,21,0,35,56,21,1,38,32,4,2,106,27,100,"54,070"
"Mousa Demb?l?\Mousa-Dembele","BEL","MF",NA,"Tottenham",30,1987,28,21,1879,0,0,0,0,6,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,38,23,8,7,74,36,77,"67,953"
"Laurent Depoitre\Laurent-Depoitre","BEL","FW",NA,"Huddersfield",28,1988,33,18,1820,6,1,0,0,1,0,"2017-18",23,10,0,11,271,468,19,48,223,370,29,50,30,246,0,0,0,0,15,1,0,0,28,16,7,3,8,11,1,0,0,13,25,14,0,11,23,12,16,38,9,10,19,28,58,37,"24,040"
"Mike van der Hoorn\Mike-van-der-Hoorn","NED","DF",NA,"Swansea City",24,1992,24,24,1944,1,0,0,0,4,0,"2017-18",10,4,0,3,670,884,9,21,415,488,246,375,62,706,10,0,1,16,53,3,1,0,22,18,0,8,18,40,0,1,0,7,10,7,0,34,44,10,18,38,8,9,21,28,56,33,"20,623"
"Gerard Deulofeu\Gerard-Deulofeu","ESP","FW","MF","Watford",23,1994,7,5,435,1,0,0,0,0,0,"2017-18",9,4,2,10,117,165,2,11,91,121,24,33,8,151,1,1,7,2,7,5,1,0,3,5,1,15,4,6,1,0,0,12,21,13,0,6,14,8,14,38,11,8,19,44,64,41,"20,231"
"Fousseni Diabat?\Fousseni-Diabate","MLI","MF","FW","Leicester City",21,1995,14,5,587,0,1,0,0,1,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,38,12,11,15,56,60,47,"31,583"
"Mohamed Diam?\Mohamed-Diame","SEN","MF",NA,"Newcastle Utd",30,1987,31,23,2041,2,0,0,0,3,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,38,12,8,18,39,47,44,"51,992"
"Brahim D≠az\Brahim-Diaz","ESP","FW","MF","Manchester City",17,1999,5,0,55,0,0,0,0,0,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,32,4,2,106,27,100,"54,070"
"Eric Dier\Eric-Dier"," ENG","MF","DF","Tottenham",23,1994,34,32,2824,0,2,0,0,4,0,"2017-18",33,6,1,17,1905,2236,24,54,1300,1449,581,733,318,1738,23,2,4,4,235,24,2,0,23,8,1,26,32,47,0,0,0,12,18,12,2,53,85,32,3,38,23,8,7,74,36,77,"67,953"
"Virgil van Dijk\Virgil-van-Dijk","NED","DF",NA,"Liverpool",26,1991,14,14,1260,0,0,0,0,1,0,"2017-18",17,6,1,1,986,1110,5,14,628,674,353,422,143,827,8,0,0,2,68,2,0,0,14,11,0,0,7,17,0,1,0,1,2,1,0,11,12,1,4,38,21,12,5,84,38,75,"53,049"
"Virgil van Dijk\Virgil-van-Dijk","NED","DF",NA,"Southampton",26,1991,12,11,994,0,0,0,0,0,0,"2017-18",12,0,0,1,534,636,4,9,342,385,188,242,50,500,11,0,0,1,32,3,0,0,6,11,0,1,7,31,0,1,0,4,4,4,0,12,13,1,17,38,7,15,16,37,56,36,"30,794"
"Abdoulaye Doucour?\Abdoulaye-Doucoure","FRA","MF",NA,"Watford",24,1993,37,37,3324,7,3,0,0,10,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,38,11,8,19,44,64,41,"20,231"
"Aleksandar Dragovi?\Aleksandar-Dragovic","AUT","DF",NA,"Leicester City",26,1991,11,7,769,0,0,0,0,2,0,"2017-18",2,0,0,0,286,347,3,5,157,190,126,152,52,239,2,0,0,19,19,0,0,0,7,4,0,1,4,13,0,0,0,3,3,3,0,10,17,7,9,38,12,11,15,56,60,47,"31,583"
"Danny Drinkwater\Danny-Drinkwater"," ENG","MF",NA,"Chelsea",27,1990,12,5,527,1,0,0,0,0,0,"2017-18",6,2,0,3,322,372,4,13,256,282,62,77,69,291,1,2,0,0,33,3,0,0,10,4,0,2,9,8,0,0,0,2,3,2,0,15,26,11,5,38,21,7,10,62,38,70,"41,282"
"Martin Dúbravka\Martin-Dubravka","SVK","GK",NA,"Newcastle Utd",28,1989,12,12,1080,0,0,0,0,0,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,38,12,8,18,39,47,44,"51,992"
"Shane Duffy\Shane-Duffy","IRL","DF",NA,"Brighton",25,1992,37,37,3292,0,1,0,0,8,0,"2017-18",32,4,0,5,1055,1392,10,39,604,713,441,640,104,993,26,0,0,5,40,1,1,0,33,26,7,4,20,51,1,1,0,7,8,8,0,37,50,13,15,38,9,13,16,34,54,40,"30,403"
"Paul Dummett\Paul-Dummett"," WAL","DF",NA,"Newcastle Utd",25,1991,20,19,1602,0,0,0,0,1,0,"2017-18",4,1,0,6,501,745,4,33,397,484,100,228,493,27,3,0,1,122,50,9,3,0,8,12,0,22,8,28,0,1,0,0,0,0,0,23,35,12,10,38,12,8,18,39,47,44,"51,992"
"Lewis Dunk\Lewis-Dunk"," ENG","DF",NA,"Brighton",25,1991,38,38,3420,1,1,0,0,7,0,"2017-18",25,8,0,8,1171,1529,19,37,717,829,435,663,77,1230,32,1,0,11,69,7,1,0,36,18,1,6,33,72,0,0,4,9,11,10,0,54,82,28,15,38,9,13,16,34,54,40,"30,403"
"Nathan Dyer\Nathan-Dyer"," ENG","MF","FW","Swansea City",29,1987,24,16,1307,0,0,0,0,2,0,"2017-18",10,2,0,10,421,549,21,47,372,448,28,54,111,405,1,0,0,5,15,8,1,0,17,20,1,31,13,16,0,0,0,21,37,23,1,18,29,11,18,38,8,9,21,28,56,33,"20,623"
"Ederson\Ederson","BRA","GK",NA,"Manchester City",23,1993,36,36,3194,0,0,0,0,1,0,"2017-18",0,0,0,1,799,906,4,4,507,512,288,390,706,55,31,0,0,0,8,0,0,0,0,6,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,38,32,4,2,106,27,100,"54,070"
"Tom Edwards\Tom-Edwards"," ENG","DF",NA,"Stoke City",18,1999,6,6,481,0,0,0,0,0,0,"2017-18",1,0,0,1,137,204,1,7,112,134,24,63,7,148,1,0,0,28,13,1,1,0,3,2,0,15,13,9,0,0,0,5,5,5,0,18,22,4,19,38,7,12,19,35,68,33,"29,280"
"Rob Elliot\Rob-Elliot","IRL","GK",NA,"Newcastle Utd",31,1986,16,16,1440,0,0,0,0,0,0,"2017-18",0,0,0,0,234,420,0,0,62,62,172,358,305,45,54,0,0,0,8,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,10,38,12,8,18,39,47,44,"51,992"
"Mohamed Elneny\Mohamed-Elneny","EGY","MF",NA,"Arsenal",25,1992,13,11,867,0,1,0,0,3,1,"2017-18",8,1,0,10,766,829,17,24,604,641,145,164,56,745,3,1,2,3,84,6,0,0,4,6,1,9,7,11,0,0,0,3,4,3,0,12,21,9,6,38,19,6,13,74,51,63,"59,323"
"Christian Eriksen\Christian-Eriksen","DEN","MF","FW","Tottenham",25,1992,37,37,3218,10,10,0,0,0,0,"2017-18",96,40,16,102,1867,2440,41,105,1392,1632,434,703,576,1776,92,4,120,10,198,60,10,0,14,21,1,220,21,32,0,0,0,27,61,30,1,33,75,42,3,38,23,8,7,74,36,77,"67,953"
"Jonny Evans\Jonny-Evans"," NIR","DF",NA,"West Brom",29,1988,28,26,2270,2,2,0,0,7,0,"2017-18",9,3,0,7,772,979,8,22,534,621,230,336,321,501,35,0,0,13,60,4,1,0,26,27,0,5,17,52,0,0,1,3,5,4,0,26,47,21,20,38,6,13,19,31,56,31,"24,520"
"Patrice Evra\Patrice-Evra","FRA","DF","MF","West Ham",36,1981,5,3,228,0,0,0,0,0,0,"2017-18",0,0,0,0,84,120,5,15,71,84,8,21,87,6,1,0,0,18,7,1,0,0,1,2,1,2,3,7,0,0,0,2,2,2,0,4,7,3,13,38,10,12,16,48,68,42,"56,885"
"?ukasz Fabia?ski\Lukasz-Fabianski","POL","GK",NA,"Swansea City",32,1985,38,38,3420,0,0,0,0,0,0,"2017-18",0,0,0,0,556,963,0,2,176,179,380,782,83,715,80,0,0,0,17,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,38,8,9,21,28,56,33,"20,623"
"Cesc F?bregas\Cesc-Fabregas","ESP","MF",NA,"Chelsea",30,1987,32,25,2307,2,4,0,0,5,2,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,21,7,10,62,38,70,"41,282"
"Marouane Fellaini\Marouane-Fellaini","BEL","MF",NA,"Manchester Utd",29,1987,16,5,683,4,0,0,0,1,0,"2017-18",9,6,0,4,326,386,12,18,270,310,44,58,39,292,2,0,0,0,24,0,0,0,14,12,3,3,5,14,0,0,0,2,3,2,0,9,15,6,2,38,25,6,7,68,28,81,"74,976"
"Kiko Femen≠a\Kiko-Femenia","ESP","DF","MF","Watford",26,1991,23,19,1713,1,1,0,0,2,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,38,11,8,19,44,64,41,"20,231"
"Leroy Fer\Leroy-Fer","NED","MF",NA,"Swansea City",27,1990,20,15,1397,1,1,0,0,5,0,"2017-18",12,3,0,9,501,633,14,31,364,433,123,169,187,386,6,0,0,3,61,8,1,0,28,28,1,9,27,14,0,0,0,14,17,16,0,35,50,15,18,38,8,9,21,28,56,33,"20,623"
